Sentence,Sentiment,label,cleaned_sentence
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",positive,2,UPM s deliveries increased during the third quarter by  percent  and the efficiency of operations improved   Chief Executive Jussi Pesonen said
Novartis buys remaining rights to GSK treatment in deal up to $1 billion,positive,2,Novartis buys remaining rights to GSK treatment in deal up to  billion
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive,2,Finnish telecoms software developer Tecnomen Oyj said on December    it won a   mln   mln euro  order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom
"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",neutral,1,Nonwovens and specialty papers  made by Ahlstrom  are used in a large variety of everyday products  eg in filters  wipes  flooring  labels  and tapes
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,neutral,1,The company slipped to an operating loss of EUR  million from a profit of EUR  million
"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue .",negative,0,UPMKymmene Corp  the world s largest maker of magazine paper  on Tuesday reported a percent profit drop as lower paper prices  higher costs and a strong euro hurt revenue
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,positive,2,The new factory working model and reorganisations would decrease Nokian Tyres  costs in the factory by EUR  million  USD  m
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",positive,2,AP Caterpillar posts  percent jump in Q profit on steep global sales increase tops Wall St view
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,negative,0,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki  ORNAV said on Wednesday  January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by
"A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch -« HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software .",neutral,1,A total of  Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch  HMI software  IndustrialSQL Server historian  Wonderware Information Server  DT Analyst software or QI Analyst SPC software
More than a third of the original participants dropped out due to nausea and other side effects .,negative,0,More than a third of the original participants dropped out due to nausea and other side effects
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said .",neutral,1,A Le Coq Special was developed for the bicentenary of the company and the trade mark  the brewer said
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",neutral,1,Thus the group s balance sheet will have about EUR  million of goodwill  the company added
DMASIA-16 August 2006-Benefon extends manufacturing capability with ASMobile -® 2006 Digitalmediaasia.com & DMA Ltd. .,positive,2,DMASIA August Benefon extends manufacturing capability with ASMobile   Digitalmediaasiacom  DMA Ltd
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative,0,Operating profit excluding nonrecurring items was EUR  million compared to EUR  million
- Profit before taxes was EUR 105.9 82.7 million .,neutral,1,Profit before taxes was EUR   million
"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",neutral,1,Latin America currently accounts for approximately   of sales at Tecnotree  company president and CEO Eero Mertano recently told BNamericas
"Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people .",neutral,1,Auburn s sales in  were CAD  million  approximately EUR  million   and the company employs some  people
"The equipment will be made at Vaahto 's plant in Hollola in Finland , and delivery is scheduled for the first quarter of 2009 .",neutral,1,The equipment will be made at Vaahto s plant in Hollola in Finland  and delivery is scheduled for the first quarter of
"Aviva, M&G suspend property funds as investors panic",negative,0,Aviva MG suspend property funds as investors panic
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",positive,2,Viking Line s cargo revenue increased by   to EUR  mn  and cargo volume increased by   to  cargo units
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,negative,0,Cash flow from operations in JanuaryDecember  was a negative EUR  mn compared to EUR  mn in the corresponding period in
Europe needs 17 new large paper machines .,neutral,1,Europe needs  new large paper machines
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",negative,0,ADP News   Feb     Finnish broadband data communication systems and solutions company Teleste Oyj  HEL  TLTV  said today its net profit decreased to EUR  million  USD  m  for  from EUR  million for
Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive,2,Finnish Bank of land reports its operating profit rose to EUR  mn in the second quarter of  from EUR  mn in the corresponding period in
GlaxoSmithKline set to complete $20 billion Novartis asset swap next week,positive,2,GlaxoSmithKline set to complete  billion Novartis asset swap next week
Financial details were n't disclosed .,neutral,1,Financial details were nt disclosed
The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,neutral,1,The share subscription period for stock options A is between  April  and  March
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",positive,2,Sales improved to SEK  mn  compared with SEK  mn
$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),negative,0,is hangin on my a thread click away from a cliff drop Needs follow through or snapback on the VIX
"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .",neutral,1,Sukhraj Dulai  of the  block of Boni Sue Court  a culdesac on the city s north side  started the vehicle and went inside his house about  am Tuesday  leaving the garage door open
